frame,x,y,z,roll,pitch,yaw,tracking_state,n_keypoints,n_map_matches,is_keyframe
40,-0.138008,-0.009771,0.387831,7.594,-14.305,-6.938,NOT_INITIALIZED,5470,0,0
41,-0.140757,-0.010090,0.394344,7.603,-14.281,-7.040,NOT_INITIALIZED,5466,0,0
42,-0.143326,-0.011100,0.401220,7.749,-14.369,-7.190,NOT_INITIALIZED,5455,0,0
43,-0.146637,-0.011772,0.407653,7.800,-14.390,-7.265,NOT_INITIALIZED,5475,0,0
44,-0.149440,-0.011923,0.415027,7.788,-14.360,-7.380,NOT_INITIALIZED,5514,0,0
45,-0.153074,-0.012733,0.421634,7.640,-14.333,-7.406,NOT_INITIALIZED,5545,0,0
46,-0.156121,-0.013151,0.428620,7.704,-14.342,-7.520,NOT_INITIALIZED,5507,0,0
47,-0.159101,-0.013344,0.435335,7.665,-14.300,-7.597,NOT_INITIALIZED,5441,0,0
48,-0.162886,-0.014575,0.442515,7.627,-14.349,-7.667,NOT_INITIALIZED,5450,0,0
49,-0.165968,-0.014668,0.449380,7.555,-14.292,-7.741,NOT_INITIALIZED,5376,0,0
50,-0.169232,-0.015013,0.457637,7.603,-14.287,-7.862,NOT_INITIALIZED,5513,0,0
51,-0.172621,-0.015570,0.464832,7.452,-14.267,-7.933,NOT_INITIALIZED,5514,0,0
52,-0.175820,-0.015780,0.471611,7.460,-14.247,-8.013,NOT_INITIALIZED,5451,0,0
53,-0.178803,-0.015926,0.478044,7.436,-14.211,-8.098,NOT_INITIALIZED,5451,0,0
54,-0.182050,-0.016357,0.483759,7.361,-14.185,-8.136,NOT_INITIALIZED,5481,0,0
55,-0.184956,-0.016882,0.490058,7.357,-14.190,-8.236,NOT_INITIALIZED,5484,0,0
56,-0.188248,-0.017329,0.496711,7.472,-14.210,-8.319,NOT_INITIALIZED,5490,0,0
57,-0.191264,-0.017904,0.503491,7.521,-14.235,-8.420,NOT_INITIALIZED,5544,0,0
58,-0.194280,-0.018400,0.510430,7.532,-14.242,-8.528,NOT_INITIALIZED,5458,0,0
59,-0.197497,-0.018759,0.516858,7.590,-14.242,-8.607,NOT_INITIALIZED,5489,0,0
60,-0.201005,-0.019094,0.524238,7.484,-14.215,-8.664,NOT_INITIALIZED,5477,0,0
61,-0.204295,-0.019407,0.531763,7.492,-14.213,-8.765,NOT_INITIALIZED,5373,0,0
62,-0.207339,-0.019852,0.537721,7.518,-14.218,-8.823,NOT_INITIALIZED,5396,0,0
63,-0.210850,-0.020465,0.545664,7.598,-14.258,-8.925,NOT_INITIALIZED,5427,0,0
64,-0.214127,-0.020520,0.553042,7.542,-14.214,-8.992,NOT_INITIALIZED,5430,0,0
65,-0.217352,-0.020995,0.560862,7.576,-14.237,-9.089,NOT_INITIALIZED,5456,0,0
66,-0.221313,-0.020963,0.570238,7.638,-14.244,-9.179,NOT_INITIALIZED,5517,0,0
67,-0.224490,-0.021611,0.577091,7.655,-14.264,-9.256,NOT_INITIALIZED,5415,0,0
68,-0.227398,-0.022418,0.582555,7.875,-14.318,-9.338,NOT_INITIALIZED,5348,0,0
69,-0.232685,-0.021218,0.592825,7.716,-14.227,-9.352,NOT_INITIALIZED,5402,0,0
70,-0.234248,-0.021290,0.597678,7.721,-14.189,-9.472,NOT_INITIALIZED,5348,0,0
71,-0.237595,-0.020852,0.604478,7.740,-14.141,-9.536,NOT_INITIALIZED,5293,0,0
72,-0.241472,-0.020571,0.612654,7.883,-14.155,-9.619,NOT_INITIALIZED,5363,0,0
73,-0.245615,-0.020251,0.619440,7.862,-14.105,-9.633,NOT_INITIALIZED,5302,0,0
74,-0.248546,-0.021297,0.624282,7.677,-14.098,-9.637,NOT_INITIALIZED,5232,0,0
75,-0.251646,-0.022363,0.630238,7.798,-14.169,-9.698,NOT_INITIALIZED,5308,0,0
76,-0.253891,-0.024536,0.634015,7.895,-14.283,-9.754,NOT_INITIALIZED,5340,0,0
77,-0.257576,-0.023864,0.643032,7.962,-14.254,-9.832,NOT_INITIALIZED,5215,0,0
78,-0.260832,-0.024561,0.647540,7.880,-14.245,-9.810,NOT_INITIALIZED,5252,0,0
79,-0.264093,-0.024780,0.652125,7.827,-14.209,-9.792,NOT_INITIALIZED,5270,0,0
80,-0.267561,-0.025894,0.659271,7.919,-14.285,-9.833,NOT_INITIALIZED,5285,0,0
81,-0.270486,-0.025500,0.668406,8.102,-14.294,-9.968,NOT_INITIALIZED,5396,0,0
82,-0.271748,-0.025775,0.671480,8.188,-14.307,-10.037,NOT_INITIALIZED,5306,0,0
83,-0.274651,-0.025354,0.678335,8.276,-14.267,-10.086,NOT_INITIALIZED,5292,0,0
84,-0.278389,-0.026102,0.684853,8.198,-14.270,-10.068,NOT_INITIALIZED,5316,0,0
85,-0.281143,-0.026634,0.690568,8.217,-14.274,-10.092,NOT_INITIALIZED,5245,0,0
86,-0.283428,-0.026893,0.693830,8.179,-14.252,-10.087,NOT_INITIALIZED,5330,0,0
87,-0.286875,-0.027277,0.700023,8.087,-14.242,-10.057,NOT_INITIALIZED,5213,0,0
88,-0.290315,-0.027411,0.707509,8.115,-14.246,-10.074,NOT_INITIALIZED,5139,0,0
89,-0.292421,-0.028371,0.712406,8.227,-14.278,-10.094,NOT_INITIALIZED,5174,0,0
90,-0.295966,-0.029338,0.719850,8.355,-14.337,-10.111,NOT_INITIALIZED,5120,0,0
91,-0.298453,-0.029871,0.724272,8.334,-14.324,-10.091,NOT_INITIALIZED,5095,0,0
92,-0.301491,-0.029874,0.730471,8.298,-14.296,-10.069,NOT_INITIALIZED,5033,0,0
93,-0.304850,-0.030213,0.736419,8.229,-14.277,-10.017,NOT_INITIALIZED,5082,0,0
94,-0.307609,-0.032566,0.741242,8.268,-14.394,-9.984,NOT_INITIALIZED,5030,0,0
95,-0.310959,-0.031954,0.744413,8.201,-14.298,-9.871,NOT_INITIALIZED,5015,0,0
96,-0.313293,-0.031031,0.749889,8.100,-14.221,-9.865,NOT_INITIALIZED,5021,0,0
97,-0.316442,-0.030706,0.757258,8.102,-14.193,-9.857,NOT_INITIALIZED,5036,0,0
98,-0.319496,-0.030780,0.763547,8.136,-14.182,-9.827,NOT_INITIALIZED,4961,0,0
99,-0.322474,-0.031889,0.767328,8.155,-14.219,-9.750,NOT_INITIALIZED,4821,0,0
100,-0.323826,-0.031202,0.769019,8.025,-14.123,-9.706,NOT_INITIALIZED,4795,0,0
101,-0.326384,-0.031356,0.774023,8.001,-14.106,-9.661,NOT_INITIALIZED,4721,0,0
102,-0.329484,-0.032384,0.778148,7.858,-14.125,-9.539,NOT_INITIALIZED,4737,0,0
103,-0.331727,-0.032177,0.784181,7.923,-14.109,-9.522,NOT_INITIALIZED,4722,0,0
104,-0.332438,-0.032871,0.784734,7.716,-14.088,-9.478,NOT_INITIALIZED,4706,0,0
105,-0.335257,-0.032570,0.790650,7.794,-14.059,-9.437,NOT_INITIALIZED,4680,0,0
106,-0.338196,-0.033096,0.795744,7.736,-14.063,-9.343,NOT_INITIALIZED,4535,0,1
107,-0.341253,-0.032809,0.801242,7.804,-14.046,-9.279,NOT_INITIALIZED,4552,0,0
108,-0.343441,-0.033020,0.808296,7.677,-13.992,-9.300,NOT_INITIALIZED,4336,0,0
109,-0.345912,-0.033499,0.813404,7.721,-14.018,-9.251,NOT_INITIALIZED,4295,0,0
110,-0.348743,-0.034332,0.818009,7.744,-14.060,-9.152,NOT_INITIALIZED,4376,0,0
111,-0.351398,-0.033950,0.823953,7.796,-14.028,-9.092,NOT_INITIALIZED,4030,0,0
112,-0.353597,-0.034489,0.828901,7.659,-13.989,-9.034,NOT_INITIALIZED,4127,0,0
113,-0.356388,-0.034665,0.834010,7.677,-13.993,-8.943,NOT_INITIALIZED,4119,0,0
114,-0.357062,-0.034514,0.838100,7.596,-13.936,-8.960,NOT_INITIALIZED,4042,0,0
115,-0.359306,-0.034579,0.844072,7.670,-13.946,-8.902,NOT_INITIALIZED,3926,0,0
116,-0.361962,-0.035052,0.848803,7.641,-13.958,-8.793,OK,3988,127,1
117,-0.364586,-0.035426,0.853587,7.653,-13.957,-8.680,OK,1201,82,0
118,-0.366653,-0.035712,0.858402,7.656,-13.967,-8.588,OK,1207,84,1
119,-0.369281,-0.035419,0.865391,7.600,-13.914,-8.542,OK,1206,111,0
120,-0.371447,-0.036028,0.869032,7.535,-13.930,-8.410,OK,1205,102,1
121,-0.373493,-0.036478,0.874050,7.572,-13.937,-8.305,OK,1201,110,0
122,-0.375293,-0.036258,0.879153,7.477,-13.903,-8.229,OK,1205,135,0
123,-0.377529,-0.036355,0.883989,7.498,-13.906,-8.119,OK,1202,121,1
124,-0.379010,-0.037787,0.885238,7.448,-13.957,-7.966,OK,1203,121,0
125,-0.380477,-0.036571,0.891759,7.428,-13.885,-7.931,OK,1205,113,1
126,-0.383178,-0.037018,0.897256,7.429,-13.909,-7.823,OK,1204,131,0
127,-0.385489,-0.037597,0.901045,7.345,-13.916,-7.665,OK,1203,125,1
128,-0.387674,-0.037637,0.906307,7.385,-13.915,-7.563,OK,1202,128,0
129,-0.388831,-0.037804,0.910416,7.387,-13.917,-7.511,OK,1207,123,1
130,-0.391293,-0.038043,0.915938,7.403,-13.926,-7.395,OK,1203,112,0
131,-0.393114,-0.038435,0.919956,7.417,-13.946,-7.296,OK,1206,115,1
132,-0.394565,-0.038883,0.923408,7.418,-13.946,-7.195,OK,1204,130,0
133,-0.397077,-0.038814,0.929131,7.434,-13.940,-7.082,OK,1202,136,0
134,-0.398021,-0.039600,0.931374,7.410,-13.980,-6.977,OK,1203,143,0
135,-0.399700,-0.039617,0.934722,7.366,-13.981,-6.856,OK,1202,136,1
136,-0.400969,-0.040379,0.936744,7.345,-13.997,-6.722,OK,1194,151,0
137,-0.403200,-0.040678,0.944051,7.308,-13.988,-6.679,OK,1203,140,1
138,-0.405704,-0.040693,0.949443,7.217,-13.987,-6.531,OK,1198,160,0
139,-0.407227,-0.041365,0.951410,7.148,-13.998,-6.395,OK,1202,140,1
140,-0.407921,-0.041041,0.955119,7.232,-13.992,-6.339,OK,1202,154,0
141,-0.410018,-0.041332,0.959696,7.167,-14.001,-6.206,OK,1202,130,1
142,-0.411074,-0.041134,0.963738,7.318,-13.999,-6.171,OK,1202,127,0
143,-0.413487,-0.041325,0.969125,7.276,-14.015,-6.041,OK,1203,122,1
144,-0.414630,-0.041422,0.972901,7.399,-14.014,-5.972,OK,1203,108,0
145,-0.416234,-0.042335,0.976299,7.203,-14.022,-5.852,OK,1204,105,0
146,-0.417837,-0.042183,0.980698,7.279,-14.022,-5.762,OK,1207,124,0
147,-0.420103,-0.042661,0.984837,7.185,-14.046,-5.599,OK,1203,107,1
148,-0.422035,-0.043193,0.989129,7.101,-14.054,-5.465,OK,1202,100,0
149,-0.423352,-0.043400,0.992233,7.069,-14.054,-5.346,OK,1204,100,0
150,-0.424737,-0.043245,0.996048,7.117,-14.045,-5.233,OK,1206,107,0
151,-0.427199,-0.043815,1.000178,7.009,-14.060,-5.044,OK,1201,80,0
152,-0.428259,-0.044138,1.002270,6.935,-14.060,-4.905,OK,1203,83,1
153,-0.430104,-0.044275,1.006057,6.934,-14.073,-4.757,OK,1202,101,0
154,-0.431530,-0.044750,1.009660,6.964,-14.090,-4.639,OK,1202,98,0
155,-0.432556,-0.045155,1.011296,6.837,-14.102,-4.493,OK,1204,77,1
156,-0.434236,-0.044999,1.015581,6.783,-14.081,-4.356,OK,1206,102,0
157,-0.435516,-0.045822,1.017815,6.776,-14.114,-4.239,OK,1203,84,0
158,-0.436879,-0.046140,1.022060,6.788,-14.138,-4.136,OK,1204,81,1
159,-0.439072,-0.046236,1.026003,6.685,-14.132,-3.968,OK,1206,100,0
160,-0.440211,-0.047063,1.028401,6.622,-14.150,-3.841,OK,1202,89,0
161,-0.441619,-0.047716,1.031265,6.639,-14.179,-3.707,OK,1204,80,1
162,-0.442399,-0.047883,1.033002,6.684,-14.203,-3.612,OK,1206,107,0
163,-0.444573,-0.048276,1.038333,6.665,-14.202,-3.453,OK,1206,86,0
164,-0.445430,-0.048413,1.041508,6.577,-14.161,-3.419,OK,1203,90,1
165,-0.447129,-0.048638,1.045740,6.566,-14.174,-3.291,OK,1203,113,0
166,-0.448311,-0.048901,1.047886,6.492,-14.174,-3.150,OK,1202,101,0
167,-0.449395,-0.049148,1.050908,6.504,-14.179,-3.037,OK,1204,86,1
168,-0.451779,-0.049743,1.055185,6.342,-14.206,-2.835,OK,1207,128,0
169,-0.452748,-0.049692,1.058372,6.354,-14.189,-2.755,OK,1209,110,0
170,-0.454147,-0.050182,1.061828,6.316,-14.210,-2.637,OK,1205,97,1
171,-0.455419,-0.050706,1.064610,6.292,-14.228,-2.504,OK,1203,109,0
172,-0.457019,-0.050638,1.068592,6.220,-14.204,-2.377,OK,1205,101,0
173,-0.458586,-0.051065,1.071764,6.157,-14.214,-2.228,OK,1205,94,1
174,-0.459591,-0.050996,1.074816,6.309,-14.228,-2.137,OK,1206,127,0
175,-0.461623,-0.051546,1.078887,6.126,-14.221,-1.951,OK,1206,122,0
176,-0.462921,-0.052197,1.082023,6.139,-14.262,-1.812,OK,1204,101,1
177,-0.463374,-0.052233,1.083501,6.197,-14.267,-1.678,OK,1206,135,0
178,-0.465461,-0.052766,1.086684,6.102,-14.276,-1.478,OK,1204,117,0
179,-0.467218,-0.052717,1.089853,6.026,-14.258,-1.238,OK,1204,100,1
180,-0.468008,-0.053227,1.092540,5.943,-14.264,-1.067,OK,1206,108,0
181,-0.469742,-0.053764,1.096502,5.936,-14.291,-0.883,OK,1205,112,0
182,-0.471234,-0.053839,1.099481,5.916,-14.281,-0.706,OK,1206,99,1
183,-0.473739,-0.054227,1.104773,5.799,-14.301,-0.509,OK,1203,109,0
184,-0.474771,-0.054412,1.107326,5.779,-14.294,-0.365,OK,1206,109,0
185,-0.475473,-0.054817,1.110260,5.871,-14.338,-0.255,OK,1204,94,0
186,-0.476550,-0.055240,1.113397,5.821,-14.355,-0.102,OK,1206,88,0
187,-0.478572,-0.055200,1.117156,5.708,-14.344,0.093,OK,1207,117,0
188,-0.480173,-0.055440,1.120296,5.664,-14.340,0.285,OK,1209,110,0
189,-0.481073,-0.055947,1.123120,5.618,-14.358,0.420,OK,1211,105,0
190,-0.482834,-0.056592,1.127577,5.453,-14.374,0.593,OK,1206,99,1
191,-0.484595,-0.056709,1.130942,5.428,-14.366,0.800,OK,1206,102,0
192,-0.485057,-0.058007,1.134297,5.393,-14.460,0.933,OK,1206,95,0
193,-0.486285,-0.057974,1.136662,5.356,-14.440,1.114,OK,1209,86,0
194,-0.486602,-0.058149,1.138924,5.444,-14.458,1.227,OK,1210,85,1
195,-0.487525,-0.058016,1.142094,5.540,-14.444,1.359,OK,1207,108,0
196,-0.489659,-0.058060,1.147342,5.448,-14.451,1.563,OK,1206,105,0
197,-0.490712,-0.058120,1.150550,5.468,-14.451,1.719,OK,1205,98,0
198,-0.492628,-0.058554,1.153977,5.359,-14.470,1.952,OK,1208,93,1
199,-0.492371,-0.058551,1.157173,5.492,-14.482,1.998,OK,1202,109,0
200,-0.493548,-0.059456,1.159869,5.413,-14.527,2.193,OK,1203,95,0
201,-0.495108,-0.059361,1.164163,5.447,-14.550,2.376,OK,1204,94,0
202,-0.496023,-0.059751,1.168248,5.396,-14.552,2.527,OK,1206,88,1
203,-0.497326,-0.059988,1.171103,5.364,-14.570,2.732,OK,1205,118,0
204,-0.497642,-0.059968,1.173777,5.438,-14.577,2.860,OK,1205,108,0
205,-0.498587,-0.060185,1.177714,5.437,-14.594,3.016,OK,1208,106,0
206,-0.499142,-0.060306,1.180457,5.469,-14.620,3.175,OK,1210,104,0
207,-0.500017,-0.060283,1.183123,5.559,-14.631,3.340,OK,1209,103,0
208,-0.500046,-0.060403,1.185475,5.621,-14.648,3.453,OK,1209,95,1
209,-0.501287,-0.061357,1.188495,5.508,-14.704,3.661,OK,1204,127,0
210,-0.501577,-0.060696,1.190849,5.747,-14.695,3.789,OK,1207,108,0
211,-0.502591,-0.060893,1.194402,5.642,-14.708,3.980,OK,1206,105,0
212,-0.502806,-0.061127,1.196637,5.781,-14.753,4.124,OK,1209,90,1
213,-0.504355,-0.061609,1.202063,5.559,-14.755,4.313,OK,1208,141,0
214,-0.505307,-0.061761,1.204913,5.556,-14.771,4.507,OK,1211,130,0
215,-0.505831,-0.061904,1.208527,5.576,-14.797,4.680,OK,1204,120,0
216,-0.506668,-0.062379,1.212951,5.576,-14.826,4.833,OK,1207,105,0
217,-0.508345,-0.062039,1.217415,5.574,-14.817,5.062,OK,1208,142,0
218,-0.508816,-0.062495,1.220535,5.589,-14.840,5.231,OK,1210,128,0
219,-0.509463,-0.062679,1.224800,5.567,-14.880,5.394,OK,1207,123,0
220,-0.511034,-0.063169,1.229298,5.396,-14.885,5.630,OK,1204,125,1
221,-0.511757,-0.063111,1.233197,5.474,-14.902,5.785,OK,1211,146,0
222,-0.513239,-0.062837,1.238623,5.419,-14.902,6.006,OK,1208,128,0
223,-0.513653,-0.063967,1.242453,5.317,-14.944,6.165,OK,1205,124,0
224,-0.514197,-0.063899,1.246567,5.468,-14.985,6.309,OK,1206,123,1
225,-0.515475,-0.064232,1.252030,5.297,-15.000,6.512,OK,1206,163,0
226,-0.516515,-0.064065,1.255969,5.291,-14.991,6.713,OK,1203,140,0
227,-0.517156,-0.064461,1.260179,5.278,-15.014,6.897,OK,1205,129,0
228,-0.519172,-0.064465,1.266934,5.119,-14.981,7.115,OK,1205,120,1
229,-0.519786,-0.064610,1.271287,5.169,-15.019,7.262,OK,1207,138,0
230,-0.520157,-0.064982,1.274928,5.117,-15.044,7.413,OK,1211,131,0
231,-0.521398,-0.065751,1.280114,4.933,-15.063,7.635,OK,1206,134,1
232,-0.522146,-0.064939,1.284605,5.119,-15.051,7.780,OK,1208,155,0
233,-0.522287,-0.065286,1.288200,5.051,-15.068,7.936,OK,1209,144,0
234,-0.523437,-0.065776,1.293248,4.934,-15.079,8.129,OK,1208,142,0
235,-0.523729,-0.066071,1.297006,4.963,-15.107,8.288,OK,1208,128,1
236,-0.524558,-0.066516,1.302287,4.826,-15.125,8.463,OK,1205,158,0
237,-0.525524,-0.066325,1.307154,4.875,-15.136,8.647,OK,1204,127,0
238,-0.526645,-0.066490,1.312584,4.787,-15.116,8.851,OK,1206,124,1
239,-0.527044,-0.066525,1.317318,4.824,-15.145,8.993,OK,1207,158,0
240,-0.528031,-0.066632,1.323916,4.820,-15.157,9.132,OK,1207,147,0
241,-0.529544,-0.066654,1.331045,4.768,-15.160,9.332,OK,1207,128,0
242,-0.530409,-0.066884,1.336189,4.777,-15.172,9.501,OK,1209,119,0
243,-0.530852,-0.066689,1.341789,4.762,-15.189,9.642,OK,1208,147,0
244,-0.532155,-0.066697,1.348229,4.734,-15.192,9.838,OK,1207,130,0
245,-0.532148,-0.067321,1.351901,4.785,-15.250,9.961,OK,1205,113,0
246,-0.532568,-0.067799,1.357161,4.664,-15.246,10.141,OK,1206,108,0
247,-0.532864,-0.067621,1.361070,4.626,-15.218,10.295,OK,1205,131,0
248,-0.533271,-0.068260,1.364814,4.609,-15.239,10.474,OK,1207,116,0
249,-0.533949,-0.068524,1.372245,4.528,-15.233,10.601,OK,1209,109,0
250,-0.534366,-0.068369,1.378337,4.565,-15.241,10.746,OK,1204,94,1
251,-0.534952,-0.068827,1.382949,4.486,-15.238,10.927,OK,1205,111,0
252,-0.535641,-0.068728,1.387262,4.542,-15.251,11.110,OK,1208,98,0
253,-0.535563,-0.069615,1.392397,4.509,-15.297,11.244,OK,1206,101,1
254,-0.536322,-0.069456,1.398777,4.503,-15.303,11.427,OK,1203,108,0
255,-0.537774,-0.069265,1.406064,4.407,-15.284,11.624,OK,1208,110,0
256,-0.537695,-0.069911,1.410090,4.417,-15.315,11.760,OK,1208,99,0
257,-0.539127,-0.069228,1.418273,4.436,-15.312,11.955,OK,1210,113,0
258,-0.539274,-0.069537,1.423315,4.370,-15.300,12.122,OK,1208,117,0
259,-0.539557,-0.069799,1.428472,4.317,-15.288,12.272,OK,1210,101,0
260,-0.540459,-0.070021,1.436000,4.269,-15.312,12.473,OK,1209,103,0
261,-0.540458,-0.070210,1.440998,4.273,-15.326,12.610,OK,1209,109,0
262,-0.541721,-0.069971,1.448505,4.143,-15.278,12.836,OK,1208,107,1
263,-0.542550,-0.070053,1.454909,4.130,-15.286,13.017,OK,1208,126,0
264,-0.543272,-0.070113,1.461431,4.090,-15.286,13.209,OK,1205,110,0
265,-0.544316,-0.070251,1.468280,4.072,-15.294,13.415,OK,1203,106,0
266,-0.545125,-0.070027,1.477574,3.954,-15.242,13.543,OK,1206,124,0
267,-0.545869,-0.070074,1.484888,3.895,-15.230,13.729,OK,1204,110,0
268,-0.547247,-0.070360,1.493549,3.842,-15.230,13.926,OK,1204,99,0
269,-0.548766,-0.070204,1.503593,3.699,-15.178,14.124,OK,1208,102,1
270,-0.549460,-0.070198,1.510311,3.728,-15.181,14.292,OK,1210,105,0
271,-0.550424,-0.070056,1.517991,3.598,-15.154,14.491,OK,1210,104,1
272,-0.551166,-0.069945,1.525829,3.617,-15.155,14.642,OK,1201,105,0
273,-0.551373,-0.070214,1.536292,3.657,-15.190,14.782,OK,1203,99,0
274,-0.552627,-0.070050,1.543385,3.574,-15.154,14.986,OK,1208,99,1
275,-0.554053,-0.070274,1.551620,3.462,-15.132,15.208,OK,1210,108,0
276,-0.555955,-0.070472,1.561755,3.429,-15.161,15.441,OK,1206,104,0
277,-0.556159,-0.070606,1.568578,3.466,-15.177,15.583,OK,1205,98,0
278,-0.557007,-0.069844,1.578950,3.441,-15.148,15.752,OK,1207,109,0
279,-0.557331,-0.070069,1.586927,3.379,-15.144,15.926,OK,1204,107,0
280,-0.559004,-0.070021,1.595472,3.266,-15.095,16.155,OK,1208,104,1
281,-0.559069,-0.069914,1.605525,3.328,-15.141,16.294,OK,1206,115,0
282,-0.560453,-0.069653,1.615480,3.282,-15.111,16.501,OK,1205,112,0
283,-0.559817,-0.069730,1.623781,3.373,-15.151,16.610,OK,1210,121,0
284,-0.561043,-0.069619,1.633040,3.258,-15.123,16.830,OK,1207,118,0
285,-0.561045,-0.069523,1.643461,3.362,-15.153,16.972,OK,1204,119,0
286,-0.562366,-0.069580,1.653388,3.199,-15.096,17.210,OK,1209,130,0
287,-0.561922,-0.069738,1.665388,3.265,-15.133,17.359,OK,1206,125,0
288,-0.561054,-0.070670,1.676465,3.253,-15.170,17.501,OK,1209,127,0
289,-0.560725,-0.070707,1.683612,3.287,-15.179,17.692,OK,1208,134,0
290,-0.560128,-0.071060,1.696897,3.282,-15.189,17.865,OK,1206,133,0
291,-0.561227,-0.070618,1.707526,3.207,-15.142,18.080,OK,1210,129,1
292,-0.562545,-0.071103,1.722162,3.166,-15.142,18.285,OK,1209,159,0
293,-0.563053,-0.071290,1.732911,3.179,-15.151,18.504,OK,1211,140,0
294,-0.563064,-0.070963,1.744999,3.142,-15.127,18.680,OK,1206,128,0
295,-0.562650,-0.071443,1.755002,3.099,-15.110,18.836,OK,1206,157,0
296,-0.562781,-0.071045,1.768488,3.145,-15.114,19.007,OK,1205,145,0
297,-0.561814,-0.071570,1.779742,3.057,-15.103,19.186,OK,1204,132,1
298,-0.562010,-0.069823,1.795761,3.108,-15.073,19.371,OK,1205,140,0
299,-0.561108,-0.070906,1.807930,3.005,-15.067,19.542,OK,1208,132,0
300,-0.560032,-0.072268,1.820432,2.996,-15.093,19.695,OK,1205,121,0
