frame,x,y,z,roll,pitch,yaw,tracking_state,n_keypoints,n_map_matches,is_keyframe
73,-0.128853,0.000266,0.471784,1.389,-15.115,-0.373,OK,1209,90,0
74,-0.129871,0.000112,0.476346,1.388,-15.132,-0.380,OK,1205,83,0
75,-0.132309,0.000617,0.482477,1.345,-15.093,-0.350,OK,1207,86,0
76,-0.133846,0.000954,0.488346,1.391,-15.106,-0.363,OK,1208,84,0
77,-0.135520,0.000808,0.493554,1.368,-15.105,-0.346,OK,1209,78,1
78,-0.136896,0.000883,0.499231,1.365,-15.106,-0.355,OK,1203,88,1
79,-0.138547,0.000825,0.505359,1.355,-15.116,-0.368,OK,1211,95,0
80,-0.140228,0.001135,0.511285,1.348,-15.099,-0.372,OK,1205,92,1
81,-0.141650,0.001005,0.516289,1.344,-15.108,-0.367,OK,1205,115,0
82,-0.142915,0.001028,0.522017,1.362,-15.120,-0.385,OK,1210,109,0
83,-0.144215,0.000970,0.527679,1.400,-15.145,-0.402,OK,1210,134,0
84,-0.145770,0.000985,0.533056,1.372,-15.137,-0.395,OK,1209,111,0
85,-0.147566,0.001015,0.538378,1.355,-15.129,-0.385,OK,1203,137,0
86,-0.148890,0.000886,0.544539,1.396,-15.157,-0.404,OK,1208,132,1
87,-0.150492,0.000683,0.550120,1.425,-15.176,-0.410,OK,1204,145,1
88,-0.152068,0.000763,0.555820,1.415,-15.170,-0.419,OK,1206,152,0
89,-0.153704,0.000942,0.561997,1.423,-15.172,-0.433,OK,1204,165,0
90,-0.155287,0.000932,0.567519,1.400,-15.153,-0.430,OK,1211,152,0
91,-0.157270,0.000953,0.574151,1.417,-15.158,-0.432,OK,1209,154,0
92,-0.158842,0.001215,0.579614,1.389,-15.129,-0.433,OK,1208,149,0
93,-0.160345,0.001137,0.586079,1.410,-15.151,-0.456,OK,1207,150,0
94,-0.161867,0.000605,0.592340,1.421,-15.180,-0.473,OK,1208,140,1
95,-0.163396,0.000952,0.599026,1.420,-15.168,-0.492,OK,1206,155,0
96,-0.165257,0.000896,0.605236,1.401,-15.160,-0.494,OK,1208,145,0
97,-0.166919,0.000996,0.611082,1.409,-15.157,-0.499,OK,1207,151,0
98,-0.168500,0.000955,0.616640,1.438,-15.166,-0.501,OK,1209,138,1
99,-0.170046,0.000852,0.622777,1.453,-15.177,-0.520,OK,1209,163,0
100,-0.171760,0.000784,0.629062,1.468,-15.184,-0.539,OK,1202,153,0
101,-0.173088,0.000988,0.634214,1.486,-15.181,-0.552,OK,1204,166,0
102,-0.174701,0.000973,0.640496,1.477,-15.177,-0.571,OK,1206,168,0
103,-0.176433,0.000925,0.646054,1.475,-15.178,-0.565,OK,1207,164,0
104,-0.178476,0.001275,0.653059,1.505,-15.178,-0.598,OK,1207,158,0
105,-0.180328,0.001036,0.659054,1.490,-15.179,-0.609,OK,1209,162,0
106,-0.181663,0.000945,0.665247,1.550,-15.209,-0.655,OK,1207,167,0
107,-0.183640,0.001142,0.670847,1.497,-15.171,-0.644,OK,1206,163,1
108,-0.185730,0.001279,0.678028,1.522,-15.177,-0.672,OK,1205,183,0
109,-0.187181,0.001059,0.683868,1.539,-15.185,-0.694,OK,1205,172,1
110,-0.188852,0.001009,0.689399,1.564,-15.201,-0.700,OK,1209,172,0
111,-0.190730,0.001212,0.696615,1.592,-15.209,-0.737,OK,1208,175,0
112,-0.192736,0.001263,0.703026,1.602,-15.203,-0.752,OK,1206,154,0
113,-0.194629,0.001283,0.709934,1.615,-15.206,-0.769,OK,1205,183,0
114,-0.196467,0.001352,0.716597,1.596,-15.195,-0.782,OK,1207,162,0
115,-0.198357,0.001142,0.723437,1.607,-15.208,-0.795,OK,1203,152,1
116,-0.200417,0.001377,0.730549,1.622,-15.202,-0.808,OK,1208,156,0
117,-0.201920,0.001411,0.736524,1.620,-15.190,-0.821,OK,1205,165,0
118,-0.203966,0.001360,0.742984,1.631,-15.197,-0.819,OK,1207,162,0
119,-0.205369,0.001479,0.748880,1.665,-15.195,-0.832,OK,1209,143,1
120,-0.207018,0.001263,0.755243,1.684,-15.213,-0.850,OK,1208,149,0
121,-0.208990,0.001489,0.762470,1.686,-15.195,-0.870,OK,1209,152,0
122,-0.210744,0.001436,0.768803,1.681,-15.190,-0.882,OK,1207,153,0
123,-0.213031,0.001373,0.775090,1.675,-15.183,-0.857,OK,1206,140,0
124,-0.214883,0.001430,0.782085,1.682,-15.176,-0.873,OK,1210,151,0
125,-0.216751,0.001365,0.788642,1.681,-15.171,-0.888,OK,1211,149,0
126,-0.218668,0.001315,0.795265,1.686,-15.169,-0.894,OK,1212,140,0
127,-0.220393,0.001338,0.801312,1.685,-15.155,-0.901,OK,1211,150,0
128,-0.222260,0.001555,0.808582,1.694,-15.145,-0.924,OK,1213,144,1
129,-0.224428,0.001356,0.815734,1.702,-15.153,-0.931,OK,1205,162,0
130,-0.226197,0.001560,0.822626,1.693,-15.130,-0.947,OK,1210,146,1
131,-0.228028,0.001238,0.829432,1.713,-15.140,-0.962,OK,1204,162,0
132,-0.229794,0.001451,0.836033,1.718,-15.120,-0.974,OK,1211,137,0
133,-0.231907,0.001216,0.842791,1.720,-15.123,-0.970,OK,1207,149,0
134,-0.233859,0.001456,0.849608,1.716,-15.107,-0.981,OK,1210,145,0
135,-0.235898,0.001266,0.856064,1.707,-15.113,-0.972,OK,1211,137,0
136,-0.238015,0.001153,0.863077,1.712,-15.117,-0.973,OK,1208,144,0
137,-0.239873,0.001086,0.869904,1.711,-15.114,-0.978,OK,1208,148,1
138,-0.241876,0.001174,0.876692,1.709,-15.106,-0.976,OK,1207,158,0
139,-0.243373,0.001079,0.882743,1.731,-15.119,-0.980,OK,1208,140,1
140,-0.245223,0.000818,0.888744,1.727,-15.121,-0.975,OK,1208,145,0
141,-0.246930,0.001171,0.895490,1.733,-15.113,-0.986,OK,1208,160,0
142,-0.248551,0.001055,0.900328,1.707,-15.107,-0.963,OK,1210,148,0
143,-0.250303,0.001035,0.906109,1.705,-15.109,-0.963,OK,1205,173,0
144,-0.251915,0.000992,0.911844,1.714,-15.113,-0.964,OK,1210,148,0
145,-0.253493,0.000947,0.917690,1.714,-15.111,-0.962,OK,1207,149,0
146,-0.255303,0.000878,0.923546,1.709,-15.115,-0.951,OK,1209,151,0
147,-0.257219,0.000813,0.928982,1.710,-15.120,-0.927,OK,1206,141,0
148,-0.259161,0.000662,0.934922,1.676,-15.118,-0.907,OK,1211,141,0
149,-0.260966,0.000855,0.940962,1.683,-15.110,-0.899,OK,1209,150,1
150,-0.262477,0.000618,0.947275,1.685,-15.124,-0.907,OK,1203,152,0
151,-0.263994,0.000729,0.952316,1.683,-15.122,-0.895,OK,1206,146,1
152,-0.265747,0.000795,0.957971,1.667,-15.116,-0.872,OK,1209,156,0
153,-0.267419,0.000530,0.964041,1.664,-15.133,-0.863,OK,1207,143,1
154,-0.269104,0.000600,0.970160,1.665,-15.129,-0.852,OK,1205,171,0
155,-0.270554,0.000629,0.975960,1.670,-15.136,-0.845,OK,1209,152,0
156,-0.272501,0.000478,0.982180,1.659,-15.145,-0.824,OK,1207,147,0
157,-0.274269,0.000502,0.988762,1.662,-15.149,-0.817,OK,1206,154,0
158,-0.276237,0.000504,0.994704,1.655,-15.153,-0.790,OK,1208,138,1
159,-0.277528,0.000400,1.000550,1.656,-15.159,-0.787,OK,1208,163,0
160,-0.279308,-0.000003,1.006751,1.645,-15.186,-0.763,OK,1213,149,0
161,-0.280671,-0.000120,1.012105,1.610,-15.183,-0.745,OK,1207,143,0
162,-0.282870,0.000211,1.019205,1.621,-15.179,-0.715,OK,1207,174,0
163,-0.284599,0.000287,1.025289,1.602,-15.174,-0.686,OK,1206,169,0
164,-0.286418,0.000062,1.031959,1.590,-15.185,-0.674,OK,1208,157,0
165,-0.288015,0.000126,1.038999,1.600,-15.200,-0.667,OK,1210,150,0
166,-0.289768,-0.000007,1.044364,1.580,-15.212,-0.628,OK,1209,184,0
167,-0.291567,-0.000126,1.051068,1.573,-15.222,-0.607,OK,1207,178,0
168,-0.292966,-0.000068,1.057256,1.562,-15.227,-0.588,OK,1207,160,0
169,-0.294795,0.000097,1.064079,1.572,-15.239,-0.564,OK,1208,183,0
170,-0.297040,0.000344,1.070759,1.568,-15.235,-0.537,OK,1212,180,0
171,-0.298995,0.000454,1.078107,1.537,-15.235,-0.515,OK,1212,162,1
172,-0.300866,0.000502,1.084754,1.540,-15.258,-0.491,OK,1210,188,0
173,-0.302354,0.000247,1.091486,1.547,-15.269,-0.474,OK,1206,180,0
174,-0.303998,0.000527,1.098123,1.526,-15.264,-0.469,OK,1206,172,1
175,-0.305904,0.000403,1.104471,1.523,-15.275,-0.439,OK,1209,207,0
176,-0.307549,0.000425,1.110965,1.509,-15.270,-0.410,OK,1209,199,0
177,-0.309203,0.000440,1.117817,1.501,-15.277,-0.391,OK,1208,181,0
178,-0.310779,0.000264,1.124081,1.462,-15.279,-0.375,OK,1208,167,0
179,-0.312741,0.000240,1.131055,1.469,-15.292,-0.347,OK,1209,159,0
180,-0.314742,0.000433,1.138011,1.489,-15.292,-0.329,OK,1205,159,1
181,-0.316597,0.000145,1.144262,1.471,-15.303,-0.299,OK,1209,167,0
182,-0.318016,0.000298,1.150856,1.475,-15.309,-0.294,OK,1207,157,0
183,-0.320353,0.000398,1.158029,1.461,-15.299,-0.259,OK,1208,145,1
184,-0.322025,0.000580,1.164091,1.448,-15.289,-0.236,OK,1207,196,0
185,-0.323869,0.000649,1.171371,1.466,-15.291,-0.225,OK,1208,171,0
186,-0.325516,0.000471,1.177659,1.466,-15.299,-0.205,OK,1208,158,1
187,-0.327740,0.000640,1.184899,1.459,-15.296,-0.174,OK,1206,203,0
188,-0.328885,0.000305,1.191307,1.468,-15.318,-0.176,OK,1204,181,0
189,-0.330956,0.000926,1.198779,1.453,-15.286,-0.168,OK,1208,167,0
190,-0.332349,0.000269,1.204732,1.452,-15.321,-0.159,OK,1204,194,0
191,-0.334306,0.000511,1.211950,1.443,-15.296,-0.141,OK,1207,177,0
192,-0.336031,0.000503,1.217639,1.455,-15.329,-0.107,OK,1212,167,0
193,-0.337940,0.000497,1.223712,1.457,-15.291,-0.077,OK,1206,152,1
194,-0.340036,0.001134,1.231340,1.434,-15.229,-0.051,OK,1208,178,0
195,-0.341512,0.000790,1.237679,1.439,-15.236,-0.043,OK,1211,175,0
196,-0.343635,0.000701,1.244812,1.426,-15.229,-0.019,OK,1206,170,0
197,-0.345637,0.000468,1.252637,1.421,-15.232,-0.000,OK,1209,166,0
198,-0.347150,0.001036,1.259834,1.475,-15.228,-0.013,OK,1208,166,0
199,-0.348209,0.000728,1.264729,1.446,-15.227,0.005,OK,1205,192,0
200,-0.350209,0.000604,1.271558,1.410,-15.210,0.047,OK,1204,174,0
201,-0.351598,0.000493,1.278690,1.429,-15.227,0.048,OK,1208,171,0
202,-0.354210,0.000706,1.286498,1.426,-15.214,0.091,OK,1209,205,0
203,-0.355516,0.000328,1.293370,1.426,-15.220,0.101,OK,1206,183,0
204,-0.357417,0.001022,1.298637,1.430,-15.190,0.137,OK,1207,183,0
205,-0.358760,0.000609,1.304977,1.423,-15.197,0.151,OK,1208,173,0
206,-0.361075,0.000809,1.312468,1.403,-15.179,0.181,OK,1207,222,0
207,-0.362580,0.000606,1.319011,1.417,-15.178,0.191,OK,1208,194,0
208,-0.364185,0.000622,1.326087,1.432,-15.175,0.185,OK,1207,181,0
209,-0.366384,0.000675,1.332719,1.378,-15.154,0.223,OK,1209,179,1
210,-0.368208,0.000688,1.339598,1.364,-15.133,0.235,OK,1206,208,0
211,-0.369824,0.000580,1.347279,1.392,-15.145,0.216,OK,1207,193,0
212,-0.372112,0.000692,1.355166,1.405,-15.141,0.232,OK,1203,190,0
213,-0.374213,0.000194,1.362342,1.377,-15.142,0.256,OK,1209,167,1
214,-0.376097,-0.000019,1.369474,1.366,-15.124,0.274,OK,1207,194,0
215,-0.377746,0.000266,1.376052,1.393,-15.119,0.266,OK,1205,180,0
216,-0.379488,0.000346,1.383390,1.405,-15.104,0.260,OK,1206,172,0
217,-0.381263,0.000205,1.390555,1.374,-15.079,0.277,OK,1210,155,1
218,-0.383254,0.000063,1.398200,1.393,-15.079,0.273,OK,1209,184,0
219,-0.385692,0.000391,1.406129,1.401,-15.055,0.285,OK,1211,175,0
220,-0.388049,0.000442,1.413737,1.397,-15.040,0.291,OK,1210,178,0
221,-0.390162,0.000267,1.421569,1.397,-15.030,0.294,OK,1208,161,0
222,-0.392092,0.000027,1.428644,1.415,-15.031,0.292,OK,1208,149,1
223,-0.394317,0.000099,1.436373,1.390,-15.017,0.305,OK,1211,192,0
224,-0.396418,-0.000037,1.443761,1.395,-15.009,0.309,OK,1207,172,0
225,-0.398252,0.000150,1.450582,1.414,-15.000,0.305,OK,1209,170,0
226,-0.400386,-0.000053,1.458710,1.403,-14.994,0.311,OK,1206,160,0
227,-0.401972,-0.000166,1.465430,1.424,-14.998,0.295,OK,1210,152,1
228,-0.404298,0.000037,1.473182,1.461,-14.987,0.302,OK,1204,188,0
229,-0.406606,-0.000056,1.481339,1.472,-14.990,0.301,OK,1206,169,0
230,-0.408923,-0.000080,1.488580,1.421,-14.973,0.328,OK,1202,160,0
231,-0.410959,0.000182,1.496884,1.433,-14.956,0.315,OK,1206,153,0
232,-0.412951,0.000082,1.503584,1.442,-14.958,0.324,OK,1206,147,1
233,-0.415455,0.000155,1.511858,1.400,-14.945,0.343,OK,1209,183,0
234,-0.417616,0.000129,1.519259,1.379,-14.941,0.349,OK,1207,165,0
235,-0.419783,0.000136,1.526705,1.396,-14.935,0.359,OK,1208,160,0
236,-0.421233,0.000573,1.532241,1.402,-14.926,0.365,OK,1204,160,0
237,-0.423236,0.000370,1.539828,1.388,-14.924,0.363,OK,1209,196,0
238,-0.425361,0.000166,1.546948,1.390,-14.931,0.372,OK,1211,177,0
239,-0.427286,-0.000013,1.554495,1.369,-14.935,0.378,OK,1207,168,0
240,-0.429357,0.000166,1.561948,1.378,-14.920,0.394,OK,1210,161,1
241,-0.431232,0.000338,1.569044,1.393,-14.918,0.392,OK,1203,194,0
242,-0.432904,0.000197,1.576023,1.372,-14.922,0.406,OK,1206,180,0
243,-0.434833,-0.000072,1.582832,1.368,-14.928,0.419,OK,1211,169,0
244,-0.436504,0.000061,1.589947,1.355,-14.929,0.431,OK,1207,166,1
245,-0.438201,-0.000036,1.597398,1.362,-14.922,0.433,OK,1211,210,0
246,-0.440578,0.000054,1.605439,1.365,-14.923,0.447,OK,1207,208,0
247,-0.442636,0.000303,1.613189,1.373,-14.916,0.448,OK,1207,187,0
248,-0.444739,0.000255,1.621212,1.352,-14.910,0.465,OK,1206,177,0
249,-0.446744,-0.000168,1.629668,1.363,-14.932,0.454,OK,1206,175,1
250,-0.448656,0.000172,1.637593,1.394,-14.915,0.446,OK,1209,193,0
251,-0.451022,0.000244,1.645979,1.387,-14.913,0.453,OK,1208,177,0
252,-0.453183,0.000379,1.653350,1.360,-14.876,0.484,OK,1206,175,0
253,-0.455252,0.000212,1.661459,1.378,-14.894,0.469,OK,1204,168,0
254,-0.456949,-0.000044,1.669015,1.388,-14.898,0.460,OK,1205,163,1
255,-0.459066,0.000138,1.677316,1.388,-14.897,0.473,OK,1209,206,0
256,-0.460901,0.000073,1.684528,1.405,-14.905,0.472,OK,1208,192,0
257,-0.462621,0.000169,1.691883,1.386,-14.897,0.468,OK,1208,178,0
258,-0.464580,0.000149,1.699753,1.432,-14.902,0.448,OK,1205,169,0
259,-0.466335,-0.000067,1.706145,1.433,-14.906,0.454,OK,1206,157,1
260,-0.468973,-0.000178,1.714398,1.384,-14.893,0.477,OK,1207,174,0
261,-0.470678,-0.000281,1.720890,1.422,-14.903,0.471,OK,1208,173,0
262,-0.472524,0.000049,1.728313,1.392,-14.871,0.473,OK,1209,160,0
263,-0.474369,-0.000110,1.735026,1.365,-14.874,0.479,OK,1205,163,0
264,-0.476061,0.000015,1.742248,1.404,-14.884,0.461,OK,1206,146,1
265,-0.478235,-0.000334,1.749764,1.408,-14.894,0.456,OK,1207,208,0
266,-0.479961,0.000064,1.755794,1.399,-14.876,0.461,OK,1206,193,0
267,-0.481616,-0.000028,1.762275,1.408,-14.875,0.452,OK,1211,172,0
268,-0.483586,-0.000316,1.769374,1.403,-14.886,0.455,OK,1203,167,0
269,-0.485376,-0.000206,1.776217,1.427,-14.890,0.446,OK,1209,151,0
270,-0.487227,-0.000178,1.783325,1.406,-14.877,0.443,OK,1206,157,1
271,-0.489125,-0.000468,1.789925,1.394,-14.885,0.451,OK,1204,207,0
272,-0.491038,-0.000024,1.797133,1.440,-14.896,0.437,OK,1210,191,0
273,-0.492896,0.000168,1.803391,1.374,-14.851,0.466,OK,1206,180,0
274,-0.494766,-0.000144,1.810562,1.383,-14.875,0.460,OK,1206,168,0
275,-0.496854,-0.000146,1.817988,1.380,-14.876,0.467,OK,1206,161,1
276,-0.498663,0.000280,1.825829,1.405,-14.862,0.442,OK,1205,215,0
277,-0.499870,0.000144,1.832678,1.430,-14.879,0.420,OK,1208,207,0
278,-0.502378,-0.000008,1.839720,1.377,-14.861,0.457,OK,1208,186,0
279,-0.504520,0.000375,1.847751,1.403,-14.859,0.445,OK,1208,189,0
280,-0.505743,-0.000120,1.853611,1.387,-14.866,0.447,OK,1207,171,1
281,-0.507891,-0.000178,1.860866,1.356,-14.861,0.454,OK,1208,215,0
282,-0.510051,0.000381,1.869329,1.362,-14.836,0.458,OK,1206,202,0
283,-0.511653,-0.000018,1.876489,1.385,-14.853,0.441,OK,1204,182,0
284,-0.513820,-0.000052,1.883764,1.362,-14.850,0.452,OK,1203,176,0
285,-0.515636,-0.000266,1.890105,1.337,-14.845,0.461,OK,1209,175,1
286,-0.517491,-0.000246,1.899879,1.367,-14.853,0.430,OK,1205,211,0
287,-0.519329,-0.000608,1.906007,1.373,-14.863,0.461,OK,1205,190,0
288,-0.521071,-0.000225,1.912890,1.366,-14.857,0.439,OK,1206,187,0
289,-0.523619,0.000045,1.922331,1.371,-14.830,0.446,OK,1207,178,0
290,-0.525391,-0.000071,1.928753,1.391,-14.839,0.443,OK,1204,175,1
291,-0.527044,-0.000153,1.935480,1.391,-14.838,0.435,OK,1211,200,0
292,-0.528867,-0.000127,1.942511,1.394,-14.839,0.435,OK,1208,192,0
293,-0.530710,-0.000008,1.949540,1.404,-14.827,0.421,OK,1211,171,0
294,-0.533208,-0.000168,1.957831,1.392,-14.822,0.417,OK,1209,154,0
295,-0.536081,-0.000421,1.965456,1.335,-14.810,0.450,OK,1204,159,0
296,-0.538111,-0.000323,1.973605,1.367,-14.809,0.416,OK,1205,154,1
297,-0.539661,-0.000489,1.979712,1.374,-14.817,0.391,OK,1209,196,0
298,-0.542192,-0.000280,1.987916,1.356,-14.802,0.383,OK,1206,171,0
299,-0.544069,-0.000242,1.994606,1.365,-14.802,0.368,OK,1206,161,0
300,-0.545955,-0.000141,2.002102,1.348,-14.798,0.348,OK,1204,152,0
301,-0.548003,-0.000313,2.010705,1.402,-14.814,0.314,OK,1209,155,1
302,-0.550096,-0.000447,2.018517,1.371,-14.810,0.297,OK,1208,210,0
303,-0.552208,-0.000707,2.025863,1.383,-14.833,0.293,OK,1205,192,0
304,-0.554462,-0.000406,2.032912,1.377,-14.814,0.286,OK,1209,183,0
305,-0.556378,-0.000622,2.040379,1.396,-14.828,0.276,OK,1207,171,0
306,-0.558738,-0.000447,2.047601,1.349,-14.810,0.286,OK,1209,164,0
307,-0.561050,-0.000526,2.055162,1.375,-14.825,0.272,OK,1208,152,1
308,-0.562917,-0.000660,2.063580,1.400,-14.842,0.245,OK,1205,199,0
309,-0.565024,-0.000262,2.070763,1.418,-14.839,0.238,OK,1202,187,0
310,-0.567143,-0.000089,2.078638,1.376,-14.816,0.224,OK,1209,184,0
311,-0.568782,-0.000301,2.084965,1.397,-14.829,0.208,OK,1204,180,0
312,-0.571236,-0.000070,2.092818,1.385,-14.826,0.209,OK,1208,165,0
313,-0.572797,-0.000270,2.099316,1.395,-14.841,0.184,OK,1208,151,1
314,-0.574762,-0.000365,2.106529,1.399,-14.850,0.179,OK,1209,188,0
315,-0.576609,-0.000117,2.113467,1.377,-14.833,0.169,OK,1209,178,0
