frame,x,y,z,roll,pitch,yaw,tracking_state,n_keypoints,n_map_matches,is_keyframe
51,-0.095184,-0.002246,0.273090,-4.382,-14.292,0.380,OK,1201,175,0
52,-0.096665,-0.002127,0.277159,-4.373,-14.291,0.370,OK,1202,190,0
53,-0.098586,-0.002410,0.282856,-4.441,-14.280,0.372,OK,1203,197,0
54,-0.100704,-0.002451,0.288118,-4.409,-14.275,0.372,OK,1203,174,0
55,-0.102204,-0.002411,0.292906,-4.388,-14.274,0.344,OK,1203,222,0
56,-0.103611,-0.002353,0.297247,-4.361,-14.258,0.325,OK,1204,204,0
57,-0.105684,-0.002332,0.302913,-4.366,-14.270,0.318,OK,1201,231,0
58,-0.107265,-0.002580,0.307610,-4.409,-14.271,0.312,OK,1203,205,0
59,-0.108683,-0.002734,0.312184,-4.409,-14.290,0.293,OK,1201,231,0
60,-0.110914,-0.002858,0.317997,-4.484,-14.280,0.309,OK,1201,215,0
61,-0.112707,-0.003005,0.322797,-4.480,-14.297,0.306,OK,1202,212,0
62,-0.114252,-0.002862,0.327594,-4.483,-14.287,0.293,OK,1201,207,0
63,-0.116311,-0.002950,0.333232,-4.456,-14.298,0.290,OK,1201,213,0
64,-0.117920,-0.002842,0.338373,-4.469,-14.301,0.271,OK,1201,212,0
65,-0.119491,-0.003078,0.343119,-4.511,-14.312,0.277,OK,1203,220,0
66,-0.121645,-0.002896,0.349235,-4.468,-14.353,0.243,OK,1203,210,0
67,-0.123283,-0.002922,0.354165,-4.442,-14.337,0.252,OK,1203,222,0
68,-0.124829,-0.003121,0.358818,-4.469,-14.334,0.241,OK,1202,226,0
69,-0.126383,-0.003360,0.364001,-4.497,-14.351,0.226,OK,1202,214,0
70,-0.128173,-0.003524,0.369178,-4.512,-14.349,0.218,OK,1203,251,0
71,-0.129904,-0.003411,0.374219,-4.495,-14.347,0.213,OK,1202,236,0
72,-0.131751,-0.003566,0.379177,-4.521,-14.348,0.222,OK,1200,211,0
73,-0.133856,-0.003438,0.384805,-4.485,-14.356,0.228,OK,1203,244,0
74,-0.135441,-0.003459,0.389711,-4.484,-14.350,0.222,OK,1202,231,0
75,-0.136746,-0.003692,0.394423,-4.490,-14.358,0.202,OK,1202,201,0
76,-0.139012,-0.003586,0.400006,-4.478,-14.358,0.219,OK,1201,269,0
77,-0.140892,-0.003535,0.405350,-4.472,-14.357,0.225,OK,1205,214,0
78,-0.142425,-0.003578,0.410352,-4.446,-14.364,0.206,OK,1203,224,0
79,-0.144355,-0.003598,0.415903,-4.464,-14.357,0.215,OK,1204,276,0
80,-0.145873,-0.003679,0.420622,-4.460,-14.359,0.214,OK,1202,252,0
81,-0.147311,-0.003678,0.425333,-4.405,-14.374,0.201,OK,1202,242,0
82,-0.149147,-0.003827,0.430608,-4.413,-14.382,0.206,OK,1202,286,0
83,-0.151025,-0.003903,0.435858,-4.415,-14.385,0.219,OK,1205,280,0
84,-0.152697,-0.003941,0.440877,-4.413,-14.382,0.222,OK,1202,246,0
85,-0.154365,-0.004003,0.445525,-4.394,-14.393,0.230,OK,1208,278,0
86,-0.155713,-0.003801,0.450392,-4.321,-14.404,0.216,OK,1202,277,0
87,-0.158026,-0.003946,0.456164,-4.379,-14.402,0.260,OK,1202,256,0
88,-0.159795,-0.003796,0.461329,-4.352,-14.390,0.255,OK,1203,302,0
89,-0.161329,-0.003798,0.466266,-4.335,-14.390,0.257,OK,1205,283,0
90,-0.162958,-0.003917,0.471284,-4.322,-14.389,0.264,OK,1203,257,0
91,-0.164696,-0.003967,0.476333,-4.312,-14.397,0.281,OK,1204,306,0
92,-0.165883,-0.003741,0.480874,-4.262,-14.390,0.265,OK,1204,293,0
93,-0.167838,-0.003459,0.486327,-4.250,-14.369,0.284,OK,1202,285,0
94,-0.169483,-0.003736,0.491419,-4.233,-14.391,0.289,OK,1207,266,0
95,-0.171321,-0.003800,0.496680,-4.201,-14.405,0.307,OK,1205,288,0
96,-0.173215,-0.003388,0.502333,-4.176,-14.382,0.315,OK,1203,270,0
97,-0.174836,-0.003278,0.507254,-4.166,-14.371,0.326,OK,1202,272,0
98,-0.176789,-0.002969,0.513206,-4.104,-14.359,0.320,OK,1202,317,0
99,-0.177901,-0.003092,0.516360,-4.077,-14.387,0.351,OK,1207,285,0
100,-0.179758,-0.003236,0.522542,-4.100,-14.399,0.367,OK,1204,275,0
101,-0.181386,-0.003705,0.528048,-4.107,-14.436,0.391,OK,1204,315,0
102,-0.182411,-0.003754,0.531266,-4.100,-14.432,0.431,OK,1202,320,0
103,-0.184514,-0.004121,0.537252,-4.102,-14.444,0.479,OK,1203,313,0
104,-0.186056,-0.003797,0.542647,-4.066,-14.434,0.500,OK,1206,291,0
105,-0.187139,-0.004122,0.548263,-4.066,-14.431,0.512,OK,1207,337,0
106,-0.188331,-0.004342,0.552900,-4.044,-14.443,0.542,OK,1206,299,0
107,-0.189898,-0.004600,0.558393,-4.056,-14.438,0.598,OK,1202,297,0
108,-0.191678,-0.004760,0.563761,-4.077,-14.420,0.661,OK,1203,351,0
109,-0.192772,-0.004884,0.569490,-4.025,-14.430,0.675,OK,1203,310,0
110,-0.194292,-0.004908,0.574234,-4.058,-14.400,0.744,OK,1207,300,0
111,-0.195848,-0.004489,0.578330,-4.024,-14.367,0.811,OK,1203,345,0
112,-0.197531,-0.005014,0.583656,-4.074,-14.376,0.873,OK,1204,309,0
113,-0.199588,-0.005305,0.587813,-4.063,-14.378,0.968,OK,1206,274,0
114,-0.199796,-0.006227,0.594420,-4.035,-14.436,0.915,OK,1204,345,0
115,-0.201344,-0.005753,0.598714,-4.064,-14.382,0.973,OK,1206,309,0
116,-0.202836,-0.005409,0.603909,-4.063,-14.353,1.022,OK,1201,300,0
117,-0.203631,-0.005761,0.609143,-3.994,-14.373,1.024,OK,1205,342,0
118,-0.205202,-0.006139,0.613423,-4.029,-14.380,1.113,OK,1206,339,0
119,-0.206836,-0.006750,0.618017,-4.111,-14.375,1.182,OK,1204,321,0
120,-0.207682,-0.006378,0.623159,-4.065,-14.348,1.192,OK,1204,376,0
121,-0.208620,-0.006631,0.628561,-4.027,-14.367,1.211,OK,1210,344,0
122,-0.210723,-0.006162,0.633872,-4.015,-14.330,1.302,OK,1206,312,0
123,-0.212028,-0.006117,0.637521,-4.022,-14.318,1.368,OK,1204,309,0
124,-0.213951,-0.006253,0.642743,-4.005,-14.320,1.446,OK,1203,334,0
125,-0.214895,-0.006406,0.648162,-4.008,-14.324,1.479,OK,1205,315,0
126,-0.216198,-0.006441,0.652788,-3.980,-14.319,1.537,OK,1208,313,0
127,-0.218323,-0.005794,0.656404,-3.939,-14.291,1.653,OK,1204,294,0
128,-0.220042,-0.006381,0.661546,-3.966,-14.306,1.739,OK,1202,373,0
129,-0.221764,-0.007200,0.666054,-3.988,-14.329,1.828,OK,1205,345,0
130,-0.222871,-0.006787,0.671075,-3.939,-14.321,1.876,OK,1204,326,0
131,-0.224261,-0.005833,0.675038,-3.917,-14.233,1.954,OK,1202,312,0
132,-0.225959,-0.006371,0.679888,-3.939,-14.263,2.046,OK,1205,378,0
133,-0.226779,-0.006490,0.685092,-3.883,-14.282,2.077,OK,1206,335,0
134,-0.228775,-0.007049,0.688739,-3.911,-14.304,2.235,OK,1208,303,0
135,-0.231182,-0.007039,0.693018,-3.924,-14.303,2.381,OK,1206,298,0
136,-0.233418,-0.007306,0.697798,-3.898,-14.312,2.510,OK,1205,354,0
137,-0.235160,-0.007632,0.703105,-3.903,-14.324,2.612,OK,1205,307,0
138,-0.237127,-0.007240,0.707515,-3.892,-14.294,2.748,OK,1205,287,0
139,-0.238866,-0.006884,0.711898,-3.858,-14.271,2.869,OK,1204,263,0
140,-0.241062,-0.007010,0.716588,-3.827,-14.272,3.022,OK,1203,355,0
141,-0.240882,-0.007621,0.722099,-3.798,-14.320,3.021,OK,1203,327,0
142,-0.241662,-0.007011,0.726951,-3.734,-14.281,3.089,OK,1201,318,0
143,-0.242913,-0.007659,0.732344,-3.766,-14.311,3.187,OK,1201,307,0
144,-0.243529,-0.006776,0.736875,-3.708,-14.242,3.271,OK,1201,371,0
145,-0.245845,-0.007297,0.742872,-3.658,-14.294,3.435,OK,1203,328,0
146,-0.247446,-0.007798,0.747829,-3.704,-14.302,3.599,OK,1203,324,0
147,-0.245165,-0.009003,0.754207,-3.658,-14.397,3.458,OK,1203,299,0
148,-0.244438,-0.007457,0.757065,-3.613,-14.269,3.501,OK,1201,359,0
149,-0.245139,-0.010154,0.764677,-3.606,-14.468,3.568,OK,1203,311,0
150,-0.245790,-0.009369,0.770744,-3.583,-14.391,3.666,OK,1204,302,0
151,-0.247098,-0.009817,0.774000,-3.559,-14.431,3.862,OK,1203,295,0
152,-0.248915,-0.010579,0.779763,-3.607,-14.456,4.069,OK,1203,340,0
153,-0.249408,-0.010458,0.785851,-3.565,-14.458,4.145,OK,1201,316,0
154,-0.250212,-0.010745,0.790685,-3.557,-14.458,4.274,OK,1201,297,0
155,-0.252769,-0.010726,0.797980,-3.548,-14.453,4.469,OK,1204,275,0
156,-0.251811,-0.010006,0.802106,-3.498,-14.387,4.486,OK,1203,381,0
157,-0.254640,-0.010807,0.808910,-3.593,-14.399,4.721,OK,1201,322,0
158,-0.255615,-0.010153,0.814468,-3.506,-14.377,4.846,OK,1203,284,0
159,-0.257326,-0.010754,0.820219,-3.524,-14.388,5.035,OK,1205,284,0
160,-0.259842,-0.010779,0.827704,-3.514,-14.401,5.227,OK,1203,370,0
161,-0.261053,-0.010335,0.834386,-3.530,-14.329,5.358,OK,1205,292,0
162,-0.263691,-0.010911,0.840448,-3.516,-14.381,5.594,OK,1204,268,0
163,-0.263610,-0.010298,0.845341,-3.500,-14.306,5.680,OK,1204,265,0
164,-0.263227,-0.010045,0.851075,-3.385,-14.311,5.711,OK,1201,319,0
165,-0.262923,-0.009473,0.857046,-3.252,-14.276,5.742,OK,1204,273,0
166,-0.262636,-0.009183,0.863126,-3.137,-14.298,5.780,OK,1205,245,0
167,-0.261380,-0.007501,0.867815,-3.056,-14.159,5.745,OK,1204,245,0
168,-0.261323,-0.007082,0.873492,-2.927,-14.167,5.809,OK,1203,275,0
169,-0.261159,-0.006702,0.879088,-2.855,-14.145,5.876,OK,1204,268,0
170,-0.260471,-0.006163,0.885246,-2.788,-14.109,5.896,OK,1204,236,0
171,-0.260624,-0.005822,0.887944,-2.930,-14.008,6.097,OK,1203,239,0
172,-0.261395,-0.006301,0.894147,-3.284,-13.898,6.315,OK,1204,256,0
173,-0.261035,-0.005980,0.899782,-3.227,-13.874,6.390,OK,1201,233,0
174,-0.261014,-0.005645,0.905924,-3.018,-13.920,6.439,OK,1201,208,0
175,-0.260794,-0.005071,0.912629,-3.072,-13.823,6.527,OK,1204,223,0
176,-0.260333,-0.004694,0.917414,-3.103,-13.745,6.653,OK,1204,190,0
177,-0.260796,-0.004922,0.923958,-2.894,-13.816,6.757,OK,1201,256,0
178,-0.260757,-0.004393,0.930285,-2.965,-13.722,6.900,OK,1203,212,0
179,-0.260595,-0.003990,0.936720,-2.876,-13.694,7.000,OK,1201,198,0
180,-0.260569,-0.003582,0.943965,-2.684,-13.714,7.072,OK,1203,210,0
181,-0.260596,-0.003116,0.950454,-2.603,-13.686,7.192,OK,1202,181,0
182,-0.260485,-0.002586,0.958068,-2.722,-13.564,7.316,OK,1201,236,0
183,-0.260350,-0.002624,0.961154,-2.506,-13.628,7.479,OK,1203,219,0
184,-0.260432,-0.002036,0.968757,-2.566,-13.529,7.600,OK,1201,197,0
185,-0.260503,-0.001726,0.974404,-2.478,-13.508,7.715,OK,1205,185,0
186,-0.260612,-0.001127,0.984345,-2.306,-13.494,7.727,OK,1204,156,0
187,-0.260657,-0.000797,0.989597,-2.474,-13.381,7.916,OK,1201,208,0
188,-0.260782,-0.000423,0.995901,-2.642,-13.211,8.073,OK,1202,195,0
189,-0.260932,0.000092,1.006248,-2.468,-13.222,8.054,OK,1200,170,0
190,-0.261091,0.000454,1.012683,-2.349,-13.210,8.169,OK,1202,173,0
191,-0.261318,0.000995,1.022130,-2.325,-13.138,8.217,OK,1201,156,0
192,-0.261503,0.001242,1.027978,-2.217,-13.133,8.358,OK,1200,208,0
193,-0.261660,0.001645,1.033883,-2.428,-12.938,8.567,OK,1206,184,0
194,-0.262898,0.001330,1.040610,-2.149,-13.070,8.678,OK,1205,169,0
195,-0.263267,0.001672,1.047651,-2.049,-13.060,8.763,OK,1204,133,0
196,-0.263623,0.002049,1.053712,-2.069,-12.973,8.934,OK,1201,130,0
197,-0.263946,0.002335,1.061465,-2.005,-12.938,9.019,OK,1205,209,0
198,-0.264255,0.002577,1.065698,-1.880,-12.942,9.200,OK,1201,169,0
199,-0.264624,0.003149,1.075722,-1.921,-12.797,9.244,OK,1204,157,0
200,-0.264998,0.003316,1.083358,-1.446,-12.981,9.234,OK,1202,129,0
201,-0.264305,0.003959,1.090448,-1.410,-12.879,9.268,OK,1203,131,0
202,-0.264676,0.004156,1.096546,-1.142,-12.970,9.332,OK,1203,231,0
203,-0.265009,0.004367,1.102308,-1.071,-12.943,9.476,OK,1203,175,0
204,-0.265447,0.004689,1.108996,-0.954,-12.926,9.578,OK,1204,163,0
205,-0.265942,0.004958,1.115479,-0.779,-12.934,9.732,OK,1202,146,0
206,-0.266506,0.005250,1.122819,-0.681,-12.902,9.849,OK,1203,131,0
207,-0.266776,0.005869,1.131113,-0.598,-12.832,9.960,OK,1201,140,0
208,-0.267446,0.006281,1.143210,-0.484,-12.824,9.891,OK,1201,239,0
209,-0.268837,0.006345,1.149162,-0.394,-12.810,10.139,OK,1205,166,0
210,-0.269682,0.006848,1.155156,-0.592,-12.603,10.414,OK,1204,151,0
211,-0.269701,0.007751,1.161352,-0.503,-12.471,10.504,OK,1203,133,0
212,-0.270153,0.008159,1.165975,-0.244,-12.527,10.669,OK,1203,138,0
213,-0.270813,0.008427,1.168869,-0.201,-12.507,10.985,OK,1204,122,0
214,-0.019987,-0.000448,0.059005,-4.760,-14.003,2.548,OK,1203,195,0
215,-0.020715,-0.000505,0.061727,-4.717,-13.975,2.671,OK,1203,152,0
216,-0.020114,-0.002330,0.063574,-4.677,-14.066,2.756,OK,1204,143,0
217,-0.020954,-0.002443,0.067146,-4.679,-14.048,2.889,OK,1200,118,0
218,-0.022377,-0.002016,0.070683,-4.674,-14.004,3.048,OK,1204,117,0
219,-0.023406,-0.002340,0.074918,-4.678,-14.018,3.182,OK,1202,104,0
220,-0.024926,-0.002274,0.079250,-4.689,-14.004,3.338,OK,1202,139,0
221,-0.025918,-0.002626,0.082330,-4.712,-14.000,3.480,OK,1202,126,0
222,-0.026817,-0.002041,0.086296,-4.635,-13.974,3.586,OK,1206,97,0
223,-0.027997,-0.002178,0.090131,-4.616,-13.972,3.727,OK,1201,81,0
224,-0.028892,-0.003310,0.094153,-4.725,-14.004,3.854,OK,1204,75,0
225,-0.030454,-0.002008,0.098249,-4.667,-13.933,3.989,OK,1203,74,0
226,-0.031483,-0.001619,0.101257,-4.611,-13.889,4.149,OK,1203,67,0
227,-0.033372,-0.001773,0.105860,-4.658,-13.891,4.340,OK,1201,87,0
228,-0.034814,-0.001846,0.109758,-4.666,-13.887,4.545,OK,1202,82,0
229,-0.036328,-0.001847,0.113888,-4.663,-13.875,4.732,OK,1203,71,0
230,-0.037729,-0.001979,0.117426,-4.699,-13.867,4.951,OK,1201,60,0
231,-0.039235,-0.002026,0.121939,-4.691,-13.877,5.151,OK,1205,53,0
232,-0.040355,-0.001838,0.125688,-4.691,-13.841,5.358,OK,1203,39,0
233,-0.038654,-0.001657,0.128150,-4.582,-13.830,5.370,OK,1202,46,0
234,-0.038407,-0.002299,0.131196,-4.594,-13.852,5.485,OK,1202,40,0
235,-0.042313,-0.002310,0.136949,-4.699,-13.838,5.831,OK,1202,40,0
236,-0.043446,-0.002414,0.140331,-4.707,-13.816,6.018,OK,1201,39,0
237,-0.042296,-0.002833,0.143406,-4.707,-13.820,6.057,OK,1204,49,0
238,-0.042969,-0.002845,0.147097,-4.664,-13.815,6.209,RECENTLY_LOST,1203,28,0
239,-0.043077,-0.003048,0.150376,-4.646,-13.820,6.315,RECENTLY_LOST,1203,0,0
240,-0.043075,-0.003151,0.152945,-4.625,-13.776,6.454,RECENTLY_LOST,1204,0,0
241,-0.045738,-0.003218,0.158226,-4.647,-13.786,6.713,RECENTLY_LOST,1204,0,0
242,-0.045708,-0.004052,0.161147,-4.711,-13.801,6.830,RECENTLY_LOST,1202,0,0
243,-0.046417,-0.003686,0.165439,-4.656,-13.774,6.992,RECENTLY_LOST,1202,0,0
244,-0.048105,-0.004445,0.169557,-4.815,-13.768,7.207,RECENTLY_LOST,1204,0,0
245,-0.048370,-0.005503,0.173086,-4.803,-13.830,7.352,RECENTLY_LOST,1205,0,0
246,-0.048731,-0.005224,0.175945,-4.777,-13.781,7.513,RECENTLY_LOST,1201,0,0
247,-0.050210,-0.005788,0.180261,-4.771,-13.809,7.722,RECENTLY_LOST,1203,0,0
248,-0.049916,-0.007627,0.183829,-4.925,-13.853,7.838,RECENTLY_LOST,1203,0,0
249,-0.050444,-0.007286,0.187275,-4.869,-13.821,8.019,RECENTLY_LOST,1203,0,0
250,-0.051445,-0.007729,0.191267,-4.950,-13.801,8.220,RECENTLY_LOST,1205,0,0
251,-0.052287,-0.007323,0.194747,-4.926,-13.758,8.420,RECENTLY_LOST,1202,0,0
252,-0.052307,-0.008332,0.198138,-4.920,-13.791,8.591,RECENTLY_LOST,1203,0,0
253,-0.052916,-0.008737,0.202409,-4.978,-13.774,8.770,RECENTLY_LOST,1203,0,0
254,-0.053462,-0.007974,0.205109,-4.920,-13.716,8.972,RECENTLY_LOST,1204,0,0
255,-0.054703,-0.008625,0.210213,-4.952,-13.729,9.183,RECENTLY_LOST,1203,0,0
256,-0.055434,-0.008698,0.213240,-4.956,-13.690,9.407,RECENTLY_LOST,1201,0,0
257,-0.054695,-0.009477,0.216449,-4.971,-13.705,9.543,RECENTLY_LOST,1202,0,0
258,-0.054825,-0.008998,0.220530,-4.927,-13.645,9.700,RECENTLY_LOST,1206,0,0
259,-0.056652,-0.009368,0.224659,-5.014,-13.601,10.002,RECENTLY_LOST,1204,0,0
260,-0.057267,-0.009728,0.228952,-5.006,-13.584,10.220,RECENTLY_LOST,1208,0,0
261,-0.057919,-0.009630,0.232390,-5.038,-13.504,10.447,RECENTLY_LOST,1204,0,0
262,-0.059766,-0.009497,0.237341,-5.025,-13.476,10.709,RECENTLY_LOST,1205,0,0
263,-0.061559,-0.008779,0.241119,-5.086,-13.366,10.987,RECENTLY_LOST,1202,0,0
264,-0.060916,-0.009753,0.245726,-5.078,-13.387,11.127,RECENTLY_LOST,1204,0,0
265,-0.061772,-0.009854,0.250209,-5.100,-13.330,11.351,RECENTLY_LOST,1205,0,0
266,-0.062647,-0.009936,0.254701,-5.059,-13.298,11.585,RECENTLY_LOST,1203,0,0
267,-0.063476,-0.009051,0.257642,-4.991,-13.212,11.840,RECENTLY_LOST,1204,0,0
268,-0.064146,-0.009284,0.263214,-4.985,-13.187,12.048,RECENTLY_LOST,1205,0,0
269,-0.064881,-0.008715,0.267383,-4.944,-13.109,12.284,RECENTLY_LOST,1203,0,0
270,-0.066167,-0.010005,0.273782,-5.021,-13.127,12.549,RECENTLY_LOST,1201,0,0
271,-0.067305,-0.010888,0.277728,-5.049,-13.100,12.819,RECENTLY_LOST,1204,0,0
272,-0.066814,-0.010375,0.282500,-4.909,-13.070,12.984,RECENTLY_LOST,1203,0,0
273,-0.067877,-0.009974,0.287300,-4.946,-12.958,13.258,RECENTLY_LOST,1202,0,0
274,-0.068235,-0.011378,0.293182,-4.997,-12.975,13.487,RECENTLY_LOST,1201,0,0
275,-0.070077,-0.010979,0.299155,-4.976,-12.896,13.789,RECENTLY_LOST,1202,0,0
276,-0.070624,-0.010391,0.305211,-4.836,-12.867,13.989,RECENTLY_LOST,1206,0,0
277,-0.072066,-0.010565,0.313232,-4.824,-12.841,14.272,RECENTLY_LOST,1204,0,0
278,-0.073028,-0.010867,0.318194,-4.803,-12.795,14.528,RECENTLY_LOST,1206,0,0
279,-0.073737,-0.011726,0.325663,-4.837,-12.789,14.789,RECENTLY_LOST,1202,0,0
280,-0.074026,-0.011504,0.329083,-4.674,-12.736,15.011,RECENTLY_LOST,1206,0,0
281,-0.074559,-0.010968,0.336009,-4.558,-12.691,15.251,RECENTLY_LOST,1201,0,0
282,-0.075726,-0.011199,0.341141,-4.526,-12.661,15.535,RECENTLY_LOST,1204,0,0
283,-0.075519,-0.010166,0.346684,-4.329,-12.597,15.716,RECENTLY_LOST,1205,0,0
284,-0.075294,-0.010522,0.352787,-4.295,-12.554,15.919,RECENTLY_LOST,1201,0,0
285,-0.075344,-0.011049,0.360096,-4.269,-12.557,16.159,RECENTLY_LOST,1201,0,0
286,-0.078410,-0.011028,0.369831,-4.286,-12.519,16.539,RECENTLY_LOST,1204,0,0
287,-0.078390,-0.011500,0.373409,-4.295,-12.444,16.775,RECENTLY_LOST,1202,0,0
288,-0.079009,-0.012345,0.380960,-4.330,-12.429,17.040,RECENTLY_LOST,1206,0,0
289,-0.078088,-0.012535,0.385046,-4.222,-12.380,17.243,RECENTLY_LOST,1204,0,0
290,-0.079494,-0.012484,0.392980,-4.211,-12.339,17.562,RECENTLY_LOST,1206,0,0
291,-0.080321,-0.011946,0.400475,-4.033,-12.311,17.843,RECENTLY_LOST,1205,0,0
292,-0.081031,-0.012839,0.406506,-4.046,-12.274,18.140,RECENTLY_LOST,1206,0,0
293,-0.081617,-0.011757,0.415903,-3.934,-12.225,18.437,RECENTLY_LOST,1204,0,0
294,-0.081945,-0.013548,0.420278,-4.019,-12.197,18.734,RECENTLY_LOST,1204,0,0
295,-0.084267,-0.009570,0.444123,-3.855,-12.150,19.173,RECENTLY_LOST,1203,0,0
296,-0.084138,-0.010177,0.453715,-3.785,-12.153,19.464,RECENTLY_LOST,1202,0,0
297,-0.084915,-0.009745,0.457859,-3.728,-12.080,19.765,RECENTLY_LOST,1206,0,0
298,-0.085042,-0.010819,0.469749,-3.770,-12.075,20.073,RECENTLY_LOST,1204,0,0
299,-0.032334,-0.002349,0.089775,-4.775,-14.184,1.811,RECENTLY_LOST,1204,0,0
300,-0.032742,-0.002540,0.092994,-4.741,-14.181,1.706,RECENTLY_LOST,1203,0,0
301,-0.033701,-0.002706,0.095307,-4.753,-14.177,1.663,RECENTLY_LOST,1204,0,0
302,-0.032524,-0.001973,0.099561,-4.613,-14.148,1.459,RECENTLY_LOST,1201,0,0
303,-0.033538,-0.001960,0.102478,-4.615,-14.138,1.416,RECENTLY_LOST,1204,0,0
304,-0.034311,-0.001880,0.105123,-4.614,-14.135,1.374,RECENTLY_LOST,1203,0,0
305,-0.034993,-0.002020,0.107700,-4.624,-14.143,1.325,RECENTLY_LOST,1204,0,0
